Entry	Entry Name	Protein families
A0AAU9VX86	A0AAU9VX86_9CNID	
A0AAU9VXB6	A0AAU9VXB6_9CNID	
A0AAU9VXC0	A0AAU9VXC0_9CNID	
A0AAU9VY34	A0AAU9VY34_9CNID	SnRNP Sm proteins family, SmF/LSm6 subfamily
A0AAU9VYB4	A0AAU9VYB4_9CNID	
A0AAU9VYQ3	A0AAU9VYQ3_9CNID	
A0AAU9VZ24	A0AAU9VZ24_9CNID	
A0AAU9VZU6	A0AAU9VZU6_9CNID	NOP10 family
A0AAU9W1A7	A0AAU9W1A7_9CNID	
A0AAU9W1G2	A0AAU9W1G2_9CNID	DPH1/DPH2 family, DPH1 subfamily
A0AAU9W1W5	A0AAU9W1W5_9CNID	MIEAP family
A0AAU9W1W9	A0AAU9W1W9_9CNID	Ephrin family
A0AAU9W244	A0AAU9W244_9CNID	
A0AAU9W324	A0AAU9W324_9CNID	
A0AAU9W3C3	A0AAU9W3C3_9CNID	
A0AAU9W3U3	A0AAU9W3U3_9CNID	SnRNP Sm proteins family
A0AAU9W498	A0AAU9W498_9CNID	
A0AAU9W4H2	A0AAU9W4H2_9CNID	
A0AAU9W4S6	A0AAU9W4S6_9CNID	
A0AAU9W4Z7	A0AAU9W4Z7_9CNID	
A0AAU9W583	A0AAU9W583_9CNID	Cytochrome b5 family
A0AAU9W5R7	A0AAU9W5R7_9CNID	
A0AAU9W653	A0AAU9W653_9CNID	
A0AAU9W661	A0AAU9W661_9CNID	
A0AAU9W6C8	A0AAU9W6C8_9CNID	NPC2 family
A0AAU9W6K5	A0AAU9W6K5_9CNID	UBALD family
A0AAU9W6K9	A0AAU9W6K9_9CNID	
A0AAU9W7M2	A0AAU9W7M2_9CNID	SnRNP Sm proteins family
A0AAU9W7N9	A0AAU9W7N9_9CNID	
A0AAU9W801	A0AAU9W801_9CNID	
A0AAU9W882	A0AAU9W882_9CNID	ATX1 family
A0AAU9W8M4	A0AAU9W8M4_9CNID	
A0AAU9W8W5	A0AAU9W8W5_9CNID	
A0AAU9W918	A0AAU9W918_9CNID	CDC42SE/SPEC family
A0AAU9W994	A0AAU9W994_9CNID	
A0AAU9W9Y8	A0AAU9W9Y8_9CNID	
A0AAU9WA42	A0AAU9WA42_9CNID	
A0AAU9WAU2	A0AAU9WAU2_9CNID	Eukaryotic ribosomal protein eS27 family
A0AAU9WAV8	A0AAU9WAV8_9CNID	
A0AAU9WB10	A0AAU9WB10_9CNID	
A0AAU9WBU4	A0AAU9WBU4_9CNID	Venom Kunitz-type family, Sea anemone type 2 potassium channel toxin subfamily
A0AAU9WBX9	A0AAU9WBX9_9CNID	SnRNP Sm proteins family
A0AAU9WBY4	A0AAU9WBY4_9CNID	
A0AAU9WC02	A0AAU9WC02_9CNID	
A0AAU9WC89	A0AAU9WC89_9CNID	SnRNP Sm proteins family, SmF/LSm6 subfamily
A0AAU9WDI6	A0AAU9WDI6_9CNID	
A0AAU9WDX9	A0AAU9WDX9_9CNID	Histone H2B family
A0AAU9WE26	A0AAU9WE26_9CNID	
A0AAU9WE79	A0AAU9WE79_9CNID	
A0AAU9WEB7	A0AAU9WEB7_9CNID	Complex I LYR family
A0AAU9WER7	A0AAU9WER7_9CNID	
A0AAU9WF26	A0AAU9WF26_9CNID	Small Tim family
A0AAU9WF48	A0AAU9WF48_9CNID	
A0AAU9WFD7	A0AAU9WFD7_9CNID	
A0AAU9WFW5	A0AAU9WFW5_9CNID	SRR1 family
A0AAU9WFX8	A0AAU9WFX8_9CNID	UQCR10/QCR9 family
A0AAU9WG83	A0AAU9WG83_9CNID	
A0AAU9WGA0	A0AAU9WGA0_9CNID	
A0AAU9WGL2	A0AAU9WGL2_9CNID	ARL6IP4 family
A0AAU9WGL7	A0AAU9WGL7_9CNID	KISH family
A0AAU9WGZ3	A0AAU9WGZ3_9CNID	
A0AAU9WH12	A0AAU9WH12_9CNID	
A0AAU9WH52	A0AAU9WH52_9CNID	Eukaryotic ribosomal protein eL29 family
A0AAU9WHI3	A0AAU9WHI3_9CNID	LAMTOR5 family
A0AAU9WHK7	A0AAU9WHK7_9CNID	LAMTOR5 family
A0AAU9WHW0	A0AAU9WHW0_9CNID	Trans-sulfuration enzymes family
A0AAU9WIA5	A0AAU9WIA5_9CNID	
A0AAU9WIW0	A0AAU9WIW0_9CNID	SnRNP Sm proteins family
A0AAU9WIX9	A0AAU9WIX9_9CNID	
A0AAU9WJA2	A0AAU9WJA2_9CNID	
A0AAU9WJP8	A0AAU9WJP8_9CNID	
A0AAU9WJV7	A0AAU9WJV7_9CNID	ELOF1 family
A0AAU9WKP9	A0AAU9WKP9_9CNID	
A0AAU9WKU9	A0AAU9WKU9_9CNID	Isocitrate and isopropylmalate dehydrogenases family
A0AAU9WKX3	A0AAU9WKX3_9CNID	
A0AAU9WKX9	A0AAU9WKX9_9CNID	Venom Kunitz-type family, Sea anemone type 2 potassium channel toxin subfamily
A0AAU9WL99	A0AAU9WL99_9CNID	
A0AAU9WN21	A0AAU9WN21_9CNID	Dicarboxylate/amino acid:cation symporter (DAACS) (TC 2.A.23) family
A0AAU9WNG2	A0AAU9WNG2_9CNID	LAMTOR4 family
A0AAU9WNL6	A0AAU9WNL6_9CNID	Complex I NDUFA1 subunit family
A0AAU9WPI3	A0AAU9WPI3_9CNID	
A0AAU9WPS8	A0AAU9WPS8_9CNID	Complex I LYR family
A0AAU9WPW0	A0AAU9WPW0_9CNID	
A0AAU9WQN7	A0AAU9WQN7_9CNID	
A0AAU9WRQ4	A0AAU9WRQ4_9CNID	
A0AAU9WRQ6	A0AAU9WRQ6_9CNID	
A0AAU9WRZ2	A0AAU9WRZ2_9CNID	SnRNP Sm proteins family
A0AAU9WS16	A0AAU9WS16_9CNID	DSS1/SEM1 family
A0AAU9WS38	A0AAU9WS38_9CNID	
A0AAU9WS93	A0AAU9WS93_9CNID	
A0AAU9WT36	A0AAU9WT36_9CNID	ACBP family
A0AAU9WTF6	A0AAU9WTF6_9CNID	
A0AAU9WTR1	A0AAU9WTR1_9CNID	UFM1 family
A0AAU9WTU0	A0AAU9WTU0_9CNID	
A0AAU9WTU1	A0AAU9WTU1_9CNID	DPH3 family
A0AAU9WU35	A0AAU9WU35_9CNID	
A0AAU9WUS5	A0AAU9WUS5_9CNID	
A0AAU9WUW1	A0AAU9WUW1_9CNID	
A0AAU9WVB4	A0AAU9WVB4_9CNID	Costars family
A0AAU9WW34	A0AAU9WW34_9CNID	
A0AAU9WW59	A0AAU9WW59_9CNID	Peptidase M10A family
A0AAU9WW93	A0AAU9WW93_9CNID	
A0AAU9WWF0	A0AAU9WWF0_9CNID	
A0AAU9WWN5	A0AAU9WWN5_9CNID	Flavin monoamine oxidase family
A0AAU9WWR4	A0AAU9WWR4_9CNID	
A0AAU9WXZ4	A0AAU9WXZ4_9CNID	
A0AAU9WYM7	A0AAU9WYM7_9CNID	
A0AAU9WYU0	A0AAU9WYU0_9CNID	
A0AAU9WYY7	A0AAU9WYY7_9CNID	ARPC2 family
A0AAU9WZ67	A0AAU9WZ67_9CNID	Ubiquitin family, SUMO subfamily
A0AAU9WZ84	A0AAU9WZ84_9CNID	
A0AAU9X0B2	A0AAU9X0B2_9CNID	
A0AAU9X0C3	A0AAU9X0C3_9CNID	Tom7 family
A0AAU9X0E8	A0AAU9X0E8_9CNID	
A0AAU9X147	A0AAU9X147_9CNID	
A0AAU9X151	A0AAU9X151_9CNID	
A0AAU9X188	A0AAU9X188_9CNID	
A0AAU9X1I5	A0AAU9X1I5_9CNID	
A0AAU9X205	A0AAU9X205_9CNID	
A0AAU9X250	A0AAU9X250_9CNID	
A0AAU9X2E6	A0AAU9X2E6_9CNID	Universal ribosomal protein uL5 family
A0AAU9X2J1	A0AAU9X2J1_9CNID	Universal ribosomal protein uL5 family
A0AAU9X2M7	A0AAU9X2M7_9CNID	
A0AAU9X2Q9	A0AAU9X2Q9_9CNID	
A0AAU9X311	A0AAU9X311_9CNID	
A0AAU9X321	A0AAU9X321_9CNID	
A0AAU9X344	A0AAU9X344_9CNID	
A0AAU9X3C8	A0AAU9X3C8_9CNID	
A0AAU9X3D1	A0AAU9X3D1_9CNID	
A0AAU9X3F1	A0AAU9X3F1_9CNID	
A0AAU9X3J6	A0AAU9X3J6_9CNID	
A0AAU9X3M8	A0AAU9X3M8_9CNID	Universal ribosomal protein uS14 family
A0AAU9X3Z1	A0AAU9X3Z1_9CNID	
A0AAU9X4N6	A0AAU9X4N6_9CNID	ATPase gamma chain family
A0AAU9X5C1	A0AAU9X5C1_9CNID	
A0AAU9X5F0	A0AAU9X5F0_9CNID	Venom Kunitz-type family, Sea anemone type 2 potassium channel toxin subfamily
A0AAU9X5K2	A0AAU9X5K2_9CNID	
A0AAU9X5Q5	A0AAU9X5Q5_9CNID	SnRNP Sm proteins family, SmF/LSm6 subfamily
A0AAU9X5W3	A0AAU9X5W3_9CNID	
A0AAU9X5Z7	A0AAU9X5Z7_9CNID	DeSI family
A0AAU9X6A1	A0AAU9X6A1_9CNID	
A0AAU9X6A3	A0AAU9X6A3_9CNID	
A0AAU9X6F2	A0AAU9X6F2_9CNID	CENP-X/MHF2 family
A0AAU9X710	A0AAU9X710_9CNID	
A0AAU9X737	A0AAU9X737_9CNID	RING-box family
A0AAU9X789	A0AAU9X789_9CNID	
A0AAU9X849	A0AAU9X849_9CNID	
A0AAU9X8D0	A0AAU9X8D0_9CNID	
A0AAU9X8H6	A0AAU9X8H6_9CNID	
A0AAU9X8S9	A0AAU9X8S9_9CNID	
A0AAU9X900	A0AAU9X900_9CNID	
A0AAU9X951	A0AAU9X951_9CNID	
A0AAU9X9A3	A0AAU9X9A3_9CNID	Bacterial ribosomal protein bL33 family
A0AAU9X9G7	A0AAU9X9G7_9CNID	
A0AAU9X9T7	A0AAU9X9T7_9CNID	
A0AAU9XA99	A0AAU9XA99_9CNID	
A0AAU9XAA6	A0AAU9XAA6_9CNID	TFB5 family
A0AAU9XAB4	A0AAU9XAB4_9CNID	
A0AAU9XAG3	A0AAU9XAG3_9CNID	COX16 family
A0AAU9XAP5	A0AAU9XAP5_9CNID	
A0AAU9XB29	A0AAU9XB29_9CNID	Mitochondrion-specific ribosomal protein mS33 family
A0AAU9XB79	A0AAU9XB79_9CNID	
A0AAU9XBJ4	A0AAU9XBJ4_9CNID	
A0AAU9XBJ8	A0AAU9XBJ8_9CNID	
A0AAU9XBV2	A0AAU9XBV2_9CNID	CMC family
A0AAU9XCI8	A0AAU9XCI8_9CNID	SRP9 family
A0AAU9XCM0	A0AAU9XCM0_9CNID	SnRNP Sm proteins family, SmF/LSm6 subfamily
A0AAU9XD27	A0AAU9XD27_9CNID	
A0AAU9XDN5	A0AAU9XDN5_9CNID	
A0AAU9XDY6	A0AAU9XDY6_9CNID	
A0AAU9XE17	A0AAU9XE17_9CNID	
A0AAU9XF03	A0AAU9XF03_9CNID	Small Tim family
A0AAU9XF66	A0AAU9XF66_9CNID	CMC family
A0AAU9XF95	A0AAU9XF95_9CNID	GFRP family
A0AAU9XFC1	A0AAU9XFC1_9CNID	
A0AAU9XFE0	A0AAU9XFE0_9CNID	
A0AAU9XFJ8	A0AAU9XFJ8_9CNID	
A0AAU9XFN7	A0AAU9XFN7_9CNID	Archaeal Rpo10/eukaryotic RPB10 RNA polymerase subunit family
A0AAU9XFW9	A0AAU9XFW9_9CNID	
A0AAU9XGF9	A0AAU9XGF9_9CNID	CKS family
A0AAU9XGH7	A0AAU9XGH7_9CNID	
A0AAU9XGI8	A0AAU9XGI8_9CNID	
A0AAU9XHF1	A0AAU9XHF1_9CNID	Cystatin family
A0AAU9XHQ3	A0AAU9XHQ3_9CNID	
A0AAU9XHQ5	A0AAU9XHQ5_9CNID	AB hydrolase superfamily, AB hydrolase 2 family
A0AAU9XHV0	A0AAU9XHV0_9CNID	XK family
A0AAU9XHX6	A0AAU9XHX6_9CNID	
A0AAU9XI91	A0AAU9XI91_9CNID	
A0AAU9XIA8	A0AAU9XIA8_9CNID	
A0AAU9XIY9	A0AAU9XIY9_9CNID	
A0AAU9XJ51	A0AAU9XJ51_9CNID	
A0AAU9XJM5	A0AAU9XJM5_9CNID	
A0AAU9XJW2	A0AAU9XJW2_9CNID	Adaptor complexes small subunit family
A0AAU9XJZ8	A0AAU9XJZ8_9CNID	CDIP1/LITAF family
A0AAU9XK25	A0AAU9XK25_9CNID	
A0AAU9XK73	A0AAU9XK73_9CNID	
A0AAU9XKC5	A0AAU9XKC5_9CNID	
A0AAU9XKQ0	A0AAU9XKQ0_9CNID	Eukaryotic RPC9 RNA polymerase subunit family
A0AAU9XLK1	A0AAU9XLK1_9CNID	Eukaryotic ribosomal protein eS21 family
A0AAU9XM04	A0AAU9XM04_9CNID	KISH family
A0AAU9XMB4	A0AAU9XMB4_9CNID	
A0AAU9XMT7	A0AAU9XMT7_9CNID	
A0AAU9XN95	A0AAU9XN95_9CNID	SMIM15 family
A0AAU9XNK5	A0AAU9XNK5_9CNID	
A0AAU9XNL0	A0AAU9XNL0_9CNID	
A0AAU9XNW6	A0AAU9XNW6_9CNID	
A0AAU9XP97	A0AAU9XP97_9CNID	
A0AAU9XPF4	A0AAU9XPF4_9CNID	
A0AAU9XPM6	A0AAU9XPM6_9CNID	
A0AAU9XPN3	A0AAU9XPN3_9CNID	
A0AAU9XPP5	A0AAU9XPP5_9CNID	
A0AAU9XQ46	A0AAU9XQ46_9CNID	
A0AAU9XQB7	A0AAU9XQB7_9CNID	Complex I LYR family, LYRM9 subfamily
A0AAU9XQH3	A0AAU9XQH3_9CNID	
A0AAU9XQM8	A0AAU9XQM8_9CNID	
A0AAU9XQX4	A0AAU9XQX4_9CNID	
A0AAU9XR05	A0AAU9XR05_9CNID	
A0AAU9XR69	A0AAU9XR69_9CNID	UQCRB/QCR7 family
A0AAU9XR95	A0AAU9XR95_9CNID	
A0AAU9XRX8	A0AAU9XRX8_9CNID	Eukaryotic ribosomal protein eL22 family
A0AAU9XS33	A0AAU9XS33_9CNID	
A0AAU9XS49	A0AAU9XS49_9CNID	
A0AAU9XS65	A0AAU9XS65_9CNID	
A0AAU9XSM7	A0AAU9XSM7_9CNID	
A0AAU9XSN4	A0AAU9XSN4_9CNID	
A0AAU9XT70	A0AAU9XT70_9CNID	
A0AAU9XTB6	A0AAU9XTB6_9CNID	
A0AAU9XTF2	A0AAU9XTF2_9CNID	MICOS complex subunit Mic10 family
A0AAU9XTW2	A0AAU9XTW2_9CNID	
A0AAU9XU24	A0AAU9XU24_9CNID	SMIM8 family
A0AAU9XUN2	A0AAU9XUN2_9CNID	Eukaryotic ribosomal protein eS28 family
A0AAU9XUU5	A0AAU9XUU5_9CNID	
A0AAU9XUU8	A0AAU9XUU8_9CNID	
A0AAU9XV61	A0AAU9XV61_9CNID	
A0AAU9XVG9	A0AAU9XVG9_9CNID	
A0AAU9XVH2	A0AAU9XVH2_9CNID	NKAP family
A0AAU9XVK2	A0AAU9XVK2_9CNID	ATPase e subunit family
A0AAU9XVM9	A0AAU9XVM9_9CNID	
A0AAU9XVT3	A0AAU9XVT3_9CNID	Universal ribosomal protein uL15 family
A0AAU9XW49	A0AAU9XW49_9CNID	
A0AAU9XW53	A0AAU9XW53_9CNID	
A0AAU9XW70	A0AAU9XW70_9CNID	
A0AAU9XWA5	A0AAU9XWA5_9CNID	
A0AAU9XWK7	A0AAU9XWK7_9CNID	CRIPT family
A0AAU9XWQ9	A0AAU9XWQ9_9CNID	
A0AAU9XX77	A0AAU9XX77_9CNID	
A0AAU9XX81	A0AAU9XX81_9CNID	Eukaryotic ribosomal protein eL39 family
A0AAU9XXA9	A0AAU9XXA9_9CNID	DPH1/DPH2 family, DPH1 subfamily
A0AAU9XXN6	A0AAU9XXN6_9CNID	Peroxiredoxin family, AhpC/Prx1 subfamily
A0AAU9XXS3	A0AAU9XXS3_9CNID	
A0AAU9XXY8	A0AAU9XXY8_9CNID	
A0AAU9XY73	A0AAU9XY73_9CNID	Polycystin family
A0AAU9XYK6	A0AAU9XYK6_9CNID	
A0AAU9XYR9	A0AAU9XYR9_9CNID	
A0AAU9XYS9	A0AAU9XYS9_9CNID	Beta/gamma-crystallin family
A0AAU9XYU3	A0AAU9XYU3_9CNID	
A0AAU9XYX3	A0AAU9XYX3_9CNID	
A0AAU9XZ03	A0AAU9XZ03_9CNID	DPH1/DPH2 family, DPH1 subfamily
A0AAU9XZ59	A0AAU9XZ59_9CNID	
A0AAU9XZ77	A0AAU9XZ77_9CNID	Universal ribosomal protein uL11 family
A0AAU9XZ95	A0AAU9XZ95_9CNID	
A0AAU9XZA1	A0AAU9XZA1_9CNID	
A0AAU9XZC7	A0AAU9XZC7_9CNID	
A0AAU9XZD0	A0AAU9XZD0_9CNID	
A0AAU9XZI9	A0AAU9XZI9_9CNID	
A0AAU9XZZ6	A0AAU9XZZ6_9CNID	
A0AAU9Y0E8	A0AAU9Y0E8_9CNID	
A0AAU9Y0R3	A0AAU9Y0R3_9CNID	
A0AAU9Y1D0	A0AAU9Y1D0_9CNID	
A0AAU9Y1M8	A0AAU9Y1M8_9CNID	
A0AAU9Y1T1	A0AAU9Y1T1_9CNID	
A0AAU9Y211	A0AAU9Y211_9CNID	
A0AAU9Y223	A0AAU9Y223_9CNID	Complex I NDUFA2 subunit family
A0AAU9Y282	A0AAU9Y282_9CNID	
A0AAU9Y2C7	A0AAU9Y2C7_9CNID	
A0AAU9Y2D9	A0AAU9Y2D9_9CNID	
A0AAU9Y2H1	A0AAU9Y2H1_9CNID	
A0AAU9Y2L8	A0AAU9Y2L8_9CNID	
A0AAU9Y2N5	A0AAU9Y2N5_9CNID	
A0AAU9Y2T7	A0AAU9Y2T7_9CNID	
A0AAU9Y315	A0AAU9Y315_9CNID	
A0AAU9Y3F1	A0AAU9Y3F1_9CNID	
A0AAU9Y3U6	A0AAU9Y3U6_9CNID	
A0AAU9Y460	A0AAU9Y460_9CNID	
A0AAU9Y475	A0AAU9Y475_9CNID	
A0AAU9Y4B4	A0AAU9Y4B4_9CNID	
A0AAU9Y4Q7	A0AAU9Y4Q7_9CNID	
A0AAU9Y4U3	A0AAU9Y4U3_9CNID	Mitochondrion-specific ribosomal protein mL53 family
A0AAU9Y4Z1	A0AAU9Y4Z1_9CNID	
A0AAU9Y4Z2	A0AAU9Y4Z2_9CNID	
A0AAU9Y548	A0AAU9Y548_9CNID	Cystatin family
A0AAU9Y5A7	A0AAU9Y5A7_9CNID	
A0AAU9Y5C8	A0AAU9Y5C8_9CNID	
A0AAU9Y5G0	A0AAU9Y5G0_9CNID	
A0AAU9Y5H3	A0AAU9Y5H3_9CNID	
A0AAU9Y5J5	A0AAU9Y5J5_9CNID	
A0AAU9Y608	A0AAU9Y608_9CNID	
A0AAU9Y646	A0AAU9Y646_9CNID	
A0AAU9Y750	A0AAU9Y750_9CNID	
A0AAU9Y7G2	A0AAU9Y7G2_9CNID	
A0AAU9Y7X7	A0AAU9Y7X7_9CNID	
A0S5V4	A0S5V4_HYDVU	
A2T3F2	A2T3F2_9CNID	
A3F8U9	A3F8U9_9CNID	
A6MEW3	A6MEW3_IRIMG	
A6MEW5	A6MEW5_IRISP	
A7L8D4	A7L8D4_POCDA	
A7REQ1	A7REQ1_NEMVE	
A7RES7	A7RES7_NEMVE	
A7REY2	A7REY2_NEMVE	
A7RF05	A7RF05_NEMVE	
A7RF69	A7RF69_NEMVE	
A7RFB3	A7RFB3_NEMVE	
A7RFC4	A7RFC4_NEMVE	
A7RFC5	A7RFC5_NEMVE	
A7RFC8	A7RFC8_NEMVE	
A7RFH3	A7RFH3_NEMVE	
A7RFH4	A7RFH4_NEMVE	
A7RFK2	A7RFK2_NEMVE	EGF domain peptide family
A7RFP6	A7RFP6_NEMVE	
A7RFR1	A7RFR1_NEMVE	Venom Kunitz-type family, Sea anemone type 2 potassium channel toxin subfamily
A7RFR5	A7RFR5_NEMVE	
A7RFX8	A7RFX8_NEMVE	
A7RG39	A7RG39_NEMVE	ACBP family
A7RG42	A7RG42_NEMVE	
A7RG46	A7RG46_NEMVE	
A7RG56	A7RG56_NEMVE	MAX family
A7RG99	A7RG99_NEMVE	
A7RGC2	A7RGC2_NEMVE	
A7RGJ2	A7RGJ2_NEMVE	
A7RGJ7	A7RGJ7_NEMVE	Msh homeobox family
A7RGL9	A7RGL9_NEMVE	
A7RGM9	A7RGM9_NEMVE	
A7RGP3	A7RGP3_NEMVE	Aldehyde dehydrogenase family
A7RGP4	A7RGP4_NEMVE	Lin-52 family
A7RGQ8	A7RGQ8_NEMVE	
A7RGS1	A7RGS1_NEMVE	
A7RGT8	A7RGT8_NEMVE	
A7RGW2	A7RGW2_NEMVE	
A7RGX8	A7RGX8_NEMVE	
A7RGZ4	A7RGZ4_NEMVE	ETS family
A7RGZ7	A7RGZ7_NEMVE	
A7RH00	A7RH00_NEMVE	Plant homeotic and developmental regulators ALOG protein family
A7RH08	A7RH08_NEMVE	
A7RH09	A7RH09_NEMVE	
A7RH18	A7RH18_NEMVE	ETS family
A7RH27	A7RH27_NEMVE	
A7RH28	A7RH28_NEMVE	SLBP family
A7RH29	A7RH29_NEMVE	
A7RH39	A7RH39_NEMVE	Complex I LYR family
A7RH40	A7RH40_NEMVE	H2.0 homeobox family
A7RH67	A7RH67_NEMVE	
A7RH75	A7RH75_NEMVE	
A7RHB0	A7RHB0_NEMVE	
A7RHB3	SPT45_NEMVE	SPATA45 family
A7RHC5	A7RHC5_NEMVE	Venom Kunitz-type family, Sea anemone type 2 potassium channel toxin subfamily
A7RHE5	A7RHE5_NEMVE	
A7RHE9	A7RHE9_NEMVE	TMEM170 family
A7RHJ0	A7RHJ0_NEMVE	
A7RHK1	A7RHK1_NEMVE	
A7RHL5	COSA_NEMVE	Costars family
A7RHN6	A7RHN6_NEMVE	
A7RHW5	A7RHW5_NEMVE	
A7RHX1	A7RHX1_NEMVE	
A7RI36	A7RI36_NEMVE	
A7RI41	A7RI41_NEMVE	Eukaryotic ribosomal protein eL43 family
A7RI43	A7RI43_NEMVE	
A7RI67	A7RI67_NEMVE	
A7RIC5	A7RIC5_NEMVE	
A7RIE2	A7RIE2_NEMVE	
A7RIE3	A7RIE3_NEMVE	
A7RIE6	A7RIE6_NEMVE	
A7RIE7	A7RIE7_NEMVE	
A7RIH8	A7RIH8_NEMVE	
A7RIM8	A7RIM8_NEMVE	
A7RIN4	A7RIN4_NEMVE	
A7RIP7	A7RIP7_NEMVE	
A7RIT8	A7RIT8_NEMVE	EGF domain peptide family
A7RIV7	A7RIV7_NEMVE	HSBP1 family
A7RJ41	A7RJ41_NEMVE	
A7RJ53	A7RJ53_NEMVE	Complex I LYR family, SDHAF1 subfamily
A7RJE5	A7RJE5_NEMVE	
A7RJH8	A7RJH8_NEMVE	EGF domain peptide family
A7RJI9	A7RJI9_NEMVE	UBALD family
A7RJJ2	A7RJJ2_NEMVE	
A7RJT0	A7RJT0_NEMVE	
A7RJU5	A7RJU5_NEMVE	
A7RK00	A7RK00_NEMVE	SARAF family
A7RK14	A7RK14_NEMVE	
A7RKA3	A7RKA3_NEMVE	
A7RKC2	A7RKC2_NEMVE	CTAG/PCC1 family
A7RKC8	A7RKC8_NEMVE	EGF domain peptide family
A7RKG3	A7RKG3_NEMVE	ACTMAP family
A7RKH0	A7RKH0_NEMVE	
A7RKH2	A7RKH2_NEMVE	
A7RKJ5	A7RKJ5_NEMVE	
A7RKN3	A7RKN3_NEMVE	
A7RKN7	A7RKN7_NEMVE	
A7RKP5	A7RKP5_NEMVE	
A7RKR6	A7RKR6_NEMVE	
A7RKV4	A7RKV4_NEMVE	Eukaryotic ribosomal protein eL38 family
A7RKX0	A7RKX0_NEMVE	
A7RKY1	A7RKY1_NEMVE	
A7RKZ3	A7RKZ3_NEMVE	
A7RL41	A7RL41_NEMVE	Venom Kunitz-type family, Sea anemone type 2 potassium channel toxin subfamily
A7RL44	A7RL44_NEMVE	Venom Kunitz-type family, Sea anemone type 2 potassium channel toxin subfamily
A7RL45	A7RL45_NEMVE	
A7RLB5	A7RLB5_NEMVE	
A7RLG7	A7RLG7_NEMVE	
A7RLM2	A7RLM2_NEMVE	
A7RLN2	A7RLN2_NEMVE	
A7RLN9	A7RLN9_NEMVE	
A7RLR9	A7RLR9_NEMVE	
A7RLV5	A7RLV5_NEMVE	CDK2AP family
A7RLW0	A7RLW0_NEMVE	
A7RLZ9	A7RLZ9_NEMVE	
A7RM30	A7RM30_NEMVE	
A7RM39	A7RM39_NEMVE	
A7RME3	A7RME3_NEMVE	
A7RMF9	A7RMF9_NEMVE	
A7RMG5	A7RMG5_NEMVE	Helicase family, RecQ subfamily
A7RMG8	A7RMG8_NEMVE	
A7RMK2	A7RMK2_NEMVE	
A7RMK3	A7RMK3_NEMVE	
A7RMM2	A7RMM2_NEMVE	PIEZO (TC 1.A.75) family
A7RMQ4	A7RMQ4_NEMVE	
A7RMS4	A7RMS4_NEMVE	
A7RMS9	A7RMS9_NEMVE	
A7RMV1	A7RMV1_NEMVE	
A7RMZ6	A7RMZ6_NEMVE	
A7RN25	A7RN25_NEMVE	
A7RN46	A7RN46_NEMVE	
A7RNQ9	A7RNQ9_NEMVE	
A7RNW7	A7RNW7_NEMVE	
A7RP32	A7RP32_NEMVE	
A7RP71	A7RP71_NEMVE	
A7RP89	A7RP89_NEMVE	
A7RP97	A7RP97_NEMVE	
A7RPC3	A7RPC3_NEMVE	
A7RPG3	A7RPG3_NEMVE	
A7RPH6	A7RPH6_NEMVE	
A7RPN6	A7RPN6_NEMVE	
A7RPR7	A7RPR7_NEMVE	
A7RQ58	A7RQ58_NEMVE	
A7RQ62	A7RQ62_NEMVE	
A7RQ89	A7RQ89_NEMVE	BZIP family, ATF subfamily
A7RQE5	A7RQE5_NEMVE	
A7RQF4	A7RQF4_NEMVE	
A7RQG2	A7RQG2_NEMVE	CMC family
A7RQG6	A7RQG6_NEMVE	
A7RQK7	A7RQK7_NEMVE	
A7RQL9	A7RQL9_NEMVE	EGF domain peptide family
A7RQM1	A7RQM1_NEMVE	ETS family
A7RQN3	A7RQN3_NEMVE	
A7RQU7	A7RQU7_NEMVE	
A7RR16	A7RR16_NEMVE	Dynein light chain Tctex-type family
A7RR44	A7RR44_NEMVE	
A7RR46	A7RR46_NEMVE	
A7RR50	A7RR50_NEMVE	
A7RR64	A7RR64_NEMVE	
A7RRD8	A7RRD8_NEMVE	Helicase family, RecQ subfamily
A7RRH4	A7RRH4_NEMVE	
A7RRL2	A7RRL2_NEMVE	
A7RRL3	A7RRL3_NEMVE	
A7RRM4	A7RRM4_NEMVE	
A7RRS9	A7RRS9_NEMVE	
A7RRU5	A7RRU5_NEMVE	H2.0 homeobox family
A7RRW6	A7RRW6_NEMVE	
A7RRX5	A7RRX5_NEMVE	Ubiquitin family, SUMO subfamily
A7RS07	A7RS07_NEMVE	
A7RS42	A7RS42_NEMVE	
A7RSC0	A7RSC0_NEMVE	
A7RSF1	A7RSF1_NEMVE	
A7RSI1	A7RSI1_NEMVE	
A7RSL6	A7RSL6_NEMVE	
A7RSL8	A7RSL8_NEMVE	
A7RSM2	A7RSM2_NEMVE	
A7RSS0	A7RSS0_NEMVE	Dpy-30 family
A7RSU9	A7RSU9_NEMVE	
A7RSY9	A7RSY9_NEMVE	
A7RSZ8	A7RSZ8_NEMVE	ETS family
A7RT09	A7RT09_NEMVE	Seminal plasma protein family
A7RT14	A7RT14_NEMVE	Venom Kunitz-type family, Sea anemone type 2 potassium channel toxin subfamily
A7RT17	A7RT17_NEMVE	Seminal plasma protein family
A7RTA1	A7RTA1_NEMVE	Eukaryotic ribosomal protein eL29 family
A7RTK0	A7RTK0_NEMVE	
A7RTK5	A7RTK5_NEMVE	
A7RTM4	A7RTM4_NEMVE	
